ontology,go_id,go_name,root_node,n_chips,total_probe_memberships,semantic_preblock_go_id,semantic_preblock_n_terms,semantic_preblock_ic,semantic_preblock_method,semantic_preblock_id,semantic_preblock_name,semantic_cluster_id,semantic_block_id,semantic_block_name,cluster_method,semantic_similarity_cutoff,semantic_block_n_terms
BP,GO:0090521,glomerular visceral epithelial cell migration,biological_process,1,5,GO:0016477,81,4.065944213422065,go_ancestor_prepartition,BP_GO_0016477,cell migration,BP_GO_0016477_4,BP_GO_0016477,cell migration,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,8
BP,GO:0061450,trophoblast cell migration,biological_process,1,5,GO:0016477,81,4.065944213422065,go_ancestor_prepartition,BP_GO_0016477,cell migration,BP_GO_0016477_5,BP_GO_0016477,cell migration,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,8
BP,GO:0010513,positive regulation of phosphatidylinositol biosynthetic process,biological_process,1,6,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_1,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0060304,regulation of phosphatidylinositol dephosphorylation,biological_process,1,5,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_10,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:2000303,regulation of ceramide biosynthetic process,biological_process,1,5,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_11,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0010867,positive regulation of triglyceride biosynthetic process,biological_process,1,9,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_2,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0010894,negative regulation of steroid biosynthetic process,biological_process,1,5,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_3,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0050810,regulation of steroid biosynthetic process,biological_process,1,5,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_3,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0010897,negative regulation of triglyceride catabolic process,biological_process,1,6,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_4,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0010898,positive regulation of triglyceride catabolic process,biological_process,1,6,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_5,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0019216,regulation of lipid metabolic process,biological_process,2,30,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_6,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0045833,negative regulation of lipid metabolic process,biological_process,1,5,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_6,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0046889,positive regulation of lipid biosynthetic process,biological_process,2,25,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_7,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0046890,regulation of lipid biosynthetic process,biological_process,1,5,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_7,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0050995,negative regulation of lipid catabolic process,biological_process,2,23,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_8,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0050996,positive regulation of lipid catabolic process,biological_process,1,5,GO:0019216,27,5.676338606082122,go_ancestor_prepartition,BP_GO_0019216,regulation of lipid metabolic process,BP_GO_0019216_9,BP_GO_0019216,regulation of lipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14
BP,GO:0001960,negative regulation of cytokine-mediated signaling pathway,biological_process,2,20,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_1,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0010804,negative regulation of tumor necrosis factor-mediated signaling pathway,biological_process,2,37,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_1,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0070100,negative regulation of chemokine-mediated signaling pathway,biological_process,1,6,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_1,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:2000660,negative regulation of interleukin-1-mediated signaling pathway,biological_process,2,20,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_1,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0001961,positive regulation of cytokine-mediated signaling pathway,biological_process,2,12,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_2,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,biological_process,2,26,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_2,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,biological_process,2,19,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_3,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0033209,tumor necrosis factor-mediated signaling pathway,biological_process,2,87,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_3,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0019221,cytokine-mediated signaling pathway,biological_process,2,148,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0035655,interleukin-18-mediated signaling pathway,biological_process,1,6,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0035722,interleukin-12-mediated signaling pathway,biological_process,1,8,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0035723,interleukin-15-mediated signaling pathway,biological_process,2,14,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0035771,interleukin-4-mediated signaling pathway,biological_process,2,14,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038043,interleukin-5-mediated signaling pathway,biological_process,1,7,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038110,interleukin-2-mediated signaling pathway,biological_process,1,9,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038111,interleukin-7-mediated signaling pathway,biological_process,2,19,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038112,interleukin-8-mediated signaling pathway,biological_process,1,6,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038113,interleukin-9-mediated signaling pathway,biological_process,2,18,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038154,interleukin-11-mediated signaling pathway,biological_process,1,8,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038155,interleukin-23-mediated signaling pathway,biological_process,1,6,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038156,interleukin-3-mediated signaling pathway,biological_process,1,6,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038162,erythropoietin-mediated signaling pathway,biological_process,1,6,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038165,oncostatin-M-mediated signaling pathway,biological_process,1,6,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038172,interleukin-33-mediated signaling pathway,biological_process,1,8,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038173,interleukin-17A-mediated signaling pathway,biological_process,1,7,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0070098,chemokine-mediated signaling pathway,biological_process,2,79,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0070102,interleukin-6-mediated signaling pathway,biological_process,2,24,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0070106,interleukin-27-mediated signaling pathway,biological_process,2,19,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0070120,ciliary neurotrophic factor-mediated signaling pathway,biological_process,2,16,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0070498,interleukin-1-mediated signaling pathway,biological_process,2,27,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0097400,interleukin-17-mediated signaling pathway,biological_process,1,9,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0140105,interleukin-10-mediated signaling pathway,biological_process,1,9,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_4,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0038196,type III interferon signaling pathway,biological_process,1,5,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_5,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0060333,interferon-gamma-mediated signaling pathway,biological_process,2,27,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_5,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0060337,type I interferon signaling pathway,biological_process,2,65,GO:0019221,41,4.994418488115961,go_ancestor_prepartition,BP_GO_0019221,cytokine-mediated signaling pathway,BP_GO_0019221_5,BP_GO_0019221,cytokine-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,35
BP,GO:0010565,regulation of cellular ketone metabolic process,biological_process,1,5,GO:0019222,372,2.10029035338532,go_ancestor_prepartition,BP_GO_0019222,regulation of metabolic process,BP_GO_0019222_1,BP_GO_0019222,regulation of metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2
BP,GO:2000377,regulation of reactive oxygen species metabolic process,biological_process,2,24,GO:0019222,372,2.10029035338532,go_ancestor_prepartition,BP_GO_0019222,regulation of metabolic process,BP_GO_0019222_2,BP_GO_0019222,regulation of metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2
BP,GO:0007220,Notch receptor processing,biological_process,1,7,GO:0019538,216,2.68772892676263,go_ancestor_prepartition,BP_GO_0019538,protein metabolic process,BP_GO_0019538_1,BP_GO_0019538,protein metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6
BP,GO:0034205,amyloid-beta formation,biological_process,1,7,GO:0019538,216,2.68772892676263,go_ancestor_prepartition,BP_GO_0019538,protein metabolic process,BP_GO_0019538_2,BP_GO_0019538,protein metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6
BP,GO:0042157,lipoprotein metabolic process,biological_process,2,19,GO:0019538,216,2.68772892676263,go_ancestor_prepartition,BP_GO_0019538,protein metabolic process,BP_GO_0019538_3,BP_GO_0019538,protein metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6
BP,GO:0042982,amyloid precursor protein metabolic process,biological_process,1,9,GO:0019538,216,2.68772892676263,go_ancestor_prepartition,BP_GO_0019538,protein metabolic process,BP_GO_0019538_3,BP_GO_0019538,protein metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6
BP,GO:0042987,amyloid precursor protein catabolic process,biological_process,2,16,GO:0019538,216,2.68772892676263,go_ancestor_prepartition,BP_GO_0019538,protein metabolic process,BP_GO_0019538_3,BP_GO_0019538,protein metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6
BP,GO:0042541,hemoglobin biosynthetic process,biological_process,1,7,GO:0019538,216,2.68772892676263,go_ancestor_prepartition,BP_GO_0019538,protein metabolic process,BP_GO_0019538_4,BP_GO_0019538,protein metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6
BP,GO:0019637,organophosphate metabolic process,biological_process,1,7,GO:0019637,100,4.037976954663081,go_ancestor_prepartition,BP_GO_0019637,organophosphate metabolic process,BP_GO_0019637_singleton_1,BP_GO_0019637,organophosphate metabolic process,singleton_one_term,0.7,1
BP,GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process,biological_process,1,5,GO:0019693,30,5.380318188713187,go_ancestor_prepartition,BP_GO_0019693,ribose phosphate metabolic process,BP_GO_0019693_singleton_1,BP_GO_0019693,ribose phosphate metabolic process,singleton_one_term,0.7,1
BP,GO:0019725,cellular homeostasis,biological_process,1,10,GO:0019725,36,4.930384126303411,go_ancestor_prepartition,BP_GO_0019725,cellular homeostasis,BP_GO_0019725_1,BP_GO_0019725,cellular homeostasis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4
BP,GO:0046716,muscle cell cellular homeostasis,biological_process,1,9,GO:0019725,36,4.930384126303411,go_ancestor_prepartition,BP_GO_0019725,cellular homeostasis,BP_GO_0019725_1,BP_GO_0019725,cellular homeostasis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4
BP,GO:0070050,neuron cellular homeostasis,biological_process,2,29,GO:0019725,36,4.930384126303411,go_ancestor_prepartition,BP_GO_0019725,cellular homeostasis,BP_GO_0019725_1,BP_GO_0019725,cellular homeostasis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4
BP,GO:0045454,cell redox homeostasis,biological_process,2,47,GO:0019725,36,4.930384126303411,go_ancestor_prepartition,BP_GO_0019725,cellular homeostasis,BP_GO_0019725_2,BP_GO_0019725,cellular homeostasis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4
BP,GO:0006103,2-oxoglutarate metabolic process,biological_process,2,18,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_1,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006105,succinate metabolic process,biological_process,1,5,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_1,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006107,oxaloacetate metabolic process,biological_process,1,6,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_1,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006108,malate metabolic process,biological_process,2,12,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_1,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0046655,folic acid metabolic process,biological_process,1,8,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_10,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0050667,homocysteine metabolic process,biological_process,1,7,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_11,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006525,arginine metabolic process,biological_process,1,5,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_2,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006536,glutamate metabolic process,biological_process,2,17,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_2,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006541,glutamine metabolic process,biological_process,1,6,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_2,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006527,arginine catabolic process,biological_process,1,7,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_3,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006565,L-serine catabolic process,biological_process,1,5,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_3,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006574,valine catabolic process,biological_process,1,5,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_3,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006550,isoleucine catabolic process,biological_process,1,5,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_4,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0009083,branched-chain amino acid catabolic process,biological_process,2,19,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_4,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006559,L-phenylalanine catabolic process,biological_process,1,6,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_5,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006572,tyrosine catabolic process,biological_process,1,5,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_5,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006563,L-serine metabolic process,biological_process,2,10,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_6,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006569,tryptophan catabolic process,biological_process,1,5,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_7,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006690,icosanoid metabolic process,biological_process,1,7,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_8,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0006691,leukotriene metabolic process,biological_process,2,21,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_8,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0019752,carboxylic acid metabolic process,biological_process,2,24,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_8,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0009072,aromatic amino acid family metabolic process,biological_process,1,7,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_9,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0009081,branched-chain amino acid metabolic process,biological_process,1,5,GO:0019752,72,4.179553371454934,go_ancestor_prepartition,BP_GO_0019752,carboxylic acid metabolic process,BP_GO_0019752_9,BP_GO_0019752,carboxylic acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23
BP,GO:0010001,glial cell differentiation,biological_process,2,13,GO:0022008,101,3.936964271941358,go_ancestor_prepartition,BP_GO_0022008,neurogenesis,BP_GO_0022008_1,BP_GO_0022008,neurogenesis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5
BP,GO:0014037,Schwann cell differentiation,biological_process,1,5,GO:0022008,101,3.936964271941358,go_ancestor_prepartition,BP_GO_0022008,neurogenesis,BP_GO_0022008_1,BP_GO_0022008,neurogenesis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5
BP,GO:0022008,neurogenesis,biological_process,2,70,GO:0022008,101,3.936964271941358,go_ancestor_prepartition,BP_GO_0022008,neurogenesis,BP_GO_0022008_1,BP_GO_0022008,neurogenesis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5
