ontology,semantic_block_id,semantic_block_name,root_node,semantic_cluster_id,n_terms,representative_go_ids,representative_terms,cluster_method,semantic_similarity_cutoff,semantic_block_n_terms,preblock_method,preblock_go_id
BP,BP_GO_0007507,heart development,biological_process,BP_GO_0007507_4,2,GO:0003177; GO:0003184,pulmonary valve development; pulmonary valve morphogenesis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14,go_ancestor_prepartition,GO:0007507
BP,BP_GO_0007507,heart development,biological_process,BP_GO_0007507_5,2,GO:0003181; GO:0003183,atrioventricular valve morphogenesis; mitral valve morphogenesis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14,go_ancestor_prepartition,GO:0007507
BP,BP_GO_0007507,heart development,biological_process,BP_GO_0007507_6,1,GO:0003281,ventricular septum development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,14,go_ancestor_prepartition,GO:0007507
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_1,1,GO:0001662,behavioral fear response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_10,1,GO:0035176,social behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_11,1,GO:0035640,exploration behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_12,1,GO:0035641,locomotory exploration behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_13,1,GO:0042711,maternal behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_14,1,GO:0042756,drinking behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_15,1,GO:0045187,"regulation of circadian sleep/wake cycle, sleep",GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_16,1,GO:0045475,locomotor rhythm,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_17,1,GO:0048148,behavioral response to cocaine,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_18,1,GO:0048149,behavioral response to ethanol,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_19,1,GO:0048266,behavioral response to pain,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_2,5,GO:0007611; GO:0007612; GO:0008306; GO:0035106; GO:1990708,learning or memory; learning; associative learning; operant conditioning; conditioned place preference,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_20,2,GO:0050795; GO:0060259,regulation of behavior; regulation of feeding behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_21,1,GO:0061744,motor behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_22,1,GO:0071625,vocalization behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_23,1,GO:2000252,negative regulation of feeding behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_24,1,GO:2000987,positive regulation of behavioral fear response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_3,3,GO:0007613; GO:0007614; GO:0007616,memory; short-term memory; long-term memory,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_4,1,GO:0007617,mating behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_5,1,GO:0007626,locomotory behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_6,2,GO:0007631; GO:0042755,feeding behavior; eating behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_7,2,GO:0008343; GO:0030534,adult feeding behavior; adult behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_8,1,GO:0008344,adult locomotory behavior,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0007610,behavior,biological_process,BP_GO_0007610_9,1,GO:0035095,behavioral response to nicotine,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,33,go_ancestor_prepartition,GO:0007610
BP,BP_GO_0008015,blood circulation,biological_process,BP_GO_0008015_1,3,GO:0001992; GO:0003081; GO:0003100,regulation of systemic arterial blood pressure by vasopressin; regulation of systemic arterial blood pressure by renin-angiotensin; regulation of systemic arterial blood pressure by endothelin,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,13,go_ancestor_prepartition,GO:0008015
BP,BP_GO_0008015,blood circulation,biological_process,BP_GO_0008015_2,6,GO:0003073; GO:0003084; GO:0003085; GO:0008217; GO:0045776; GO:0045777,regulation of systemic arterial blood pressure; positive regulation of systemic arterial blood pressure; negative regulation of systemic arterial blood pressure; regulation of blood pressure; negative regulation of blood pressure; positive regulation of blood pressure,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,13,go_ancestor_prepartition,GO:0008015
BP,BP_GO_0008015,blood circulation,biological_process,BP_GO_0008015_3,1,GO:0008015,blood circulation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,13,go_ancestor_prepartition,GO:0008015
BP,BP_GO_0008015,blood circulation,biological_process,BP_GO_0008015_4,3,GO:0043114; GO:0043116; GO:0043117,regulation of vascular permeability; negative regulation of vascular permeability; positive regulation of vascular permeability,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,13,go_ancestor_prepartition,GO:0008015
BP,BP_GO_0008104,intracellular protein localization,biological_process,BP_GO_0008104_1,2,GO:0008104; GO:0045176,protein localization; apical protein localization,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0008104
BP,BP_GO_0008104,intracellular protein localization,biological_process,BP_GO_0008104_2,1,GO:0034394,protein localization to cell surface,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0008104
BP,BP_GO_0008104,intracellular protein localization,biological_process,BP_GO_0008104_3,2,GO:0035418; GO:1902414,protein localization to synapse; protein localization to cell junction,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0008104
BP,BP_GO_0008104,intracellular protein localization,biological_process,BP_GO_0008104_4,2,GO:0071896; GO:0150105,protein localization to adherens junction; protein localization to cell-cell junction,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0008104
BP,BP_GO_0008202,steroid metabolic process,biological_process,BP_GO_0008202_1,3,GO:0006694; GO:0006704; GO:0016126,steroid biosynthetic process; glucocorticoid biosynthetic process; sterol biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0008202
BP,BP_GO_0008202,steroid metabolic process,biological_process,BP_GO_0008202_2,1,GO:0006699,bile acid biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0008202
BP,BP_GO_0008202,steroid metabolic process,biological_process,BP_GO_0008202_3,1,GO:0006706,steroid catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0008202
BP,BP_GO_0008202,steroid metabolic process,biological_process,BP_GO_0008202_4,2,GO:0008202; GO:0016125,steroid metabolic process; sterol metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0008202
BP,BP_GO_0008202,steroid metabolic process,biological_process,BP_GO_0008202_5,1,GO:0008206,bile acid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0008202
BP,BP_GO_0008202,steroid metabolic process,biological_process,BP_GO_0008202_6,1,GO:0042359,vitamin D metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0008202
BP,BP_GO_0008202,steroid metabolic process,biological_process,BP_GO_0008202_7,1,GO:0042369,vitamin D catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0008202
BP,BP_GO_0008219,cell death,biological_process,BP_GO_0008219_singleton_1,1,GO:0008219,cell death,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:0008219
BP,BP_GO_0008283,cell population proliferation,biological_process,BP_GO_0008283_1,2,GO:0001935; GO:0050673,endothelial cell proliferation; epithelial cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,11,go_ancestor_prepartition,GO:0008283
BP,BP_GO_0008283,cell population proliferation,biological_process,BP_GO_0008283_2,2,GO:0008283; GO:0010463,cell population proliferation; mesenchymal cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,11,go_ancestor_prepartition,GO:0008283
BP,BP_GO_0008283,cell population proliferation,biological_process,BP_GO_0008283_3,1,GO:0014009,glial cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,11,go_ancestor_prepartition,GO:0008283
BP,BP_GO_0008283,cell population proliferation,biological_process,BP_GO_0008283_4,1,GO:0035726,common myeloid progenitor cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,11,go_ancestor_prepartition,GO:0008283
BP,BP_GO_0008283,cell population proliferation,biological_process,BP_GO_0008283_5,1,GO:0035988,chondrocyte proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,11,go_ancestor_prepartition,GO:0008283
BP,BP_GO_0008283,cell population proliferation,biological_process,BP_GO_0008283_6,1,GO:0051450,myoblast proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,11,go_ancestor_prepartition,GO:0008283
BP,BP_GO_0008283,cell population proliferation,biological_process,BP_GO_0008283_7,1,GO:0061351,neural precursor cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,11,go_ancestor_prepartition,GO:0008283
BP,BP_GO_0008283,cell population proliferation,biological_process,BP_GO_0008283_8,1,GO:0072089,stem cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,11,go_ancestor_prepartition,GO:0008283
BP,BP_GO_0008283,cell population proliferation,biological_process,BP_GO_0008283_9,1,GO:0072574,hepatocyte proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,11,go_ancestor_prepartition,GO:0008283
BP,BP_GO_0008284,positive regulation of cell population proliferation,biological_process,BP_GO_0008284_1,2,GO:0001938; GO:1905564,positive regulation of endothelial cell proliferation; positive regulation of vascular endothelial cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0008284
BP,BP_GO_0008284,positive regulation of cell population proliferation,biological_process,BP_GO_0008284_2,3,GO:0002053; GO:0008284; GO:0033690,positive regulation of mesenchymal cell proliferation; positive regulation of cell population proliferation; positive regulation of osteoblast proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0008284
BP,BP_GO_0008284,positive regulation of cell population proliferation,biological_process,BP_GO_0008284_3,2,GO:0010838; GO:0050679,positive regulation of keratinocyte proliferation; positive regulation of epithelial cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0008284
BP,BP_GO_0008284,positive regulation of cell population proliferation,biological_process,BP_GO_0008284_4,1,GO:0048146,positive regulation of fibroblast proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0008284
BP,BP_GO_0008284,positive regulation of cell population proliferation,biological_process,BP_GO_0008284_5,2,GO:0048661; GO:1904707,positive regulation of smooth muscle cell proliferation; positive regulation of vascular associated smooth muscle cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0008284
BP,BP_GO_0008284,positive regulation of cell population proliferation,biological_process,BP_GO_0008284_6,1,GO:0070665,positive regulation of leukocyte proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0008284
BP,BP_GO_0008284,positive regulation of cell population proliferation,biological_process,BP_GO_0008284_7,2,GO:1902462; GO:2000648,positive regulation of mesenchymal stem cell proliferation; positive regulation of stem cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0008284
BP,BP_GO_0008284,positive regulation of cell population proliferation,biological_process,BP_GO_0008284_8,1,GO:2000179,positive regulation of neural precursor cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0008284
BP,BP_GO_0008284,positive regulation of cell population proliferation,biological_process,BP_GO_0008284_9,1,GO:2000347,positive regulation of hepatocyte proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0008284
BP,BP_GO_0008610,lipid biosynthetic process,biological_process,BP_GO_0008610_1,1,GO:0008299,isoprenoid biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0008610
BP,BP_GO_0008610,lipid biosynthetic process,biological_process,BP_GO_0008610_2,1,GO:0008610,lipid biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0008610
BP,BP_GO_0008610,lipid biosynthetic process,biological_process,BP_GO_0008610_3,2,GO:0030148; GO:0046513,sphingolipid biosynthetic process; ceramide biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0008610
BP,BP_GO_0009056,catabolic process,biological_process,BP_GO_0009056_1,1,GO:0009822,alkaloid catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0009056
BP,BP_GO_0009056,catabolic process,biological_process,BP_GO_0009056_2,3,GO:0010814; GO:0010815; GO:0043171,substance P catabolic process; bradykinin catabolic process; peptide catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0009056
BP,BP_GO_0009056,catabolic process,biological_process,BP_GO_0009056_3,1,GO:0030574,collagen catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0009056
BP,BP_GO_0009056,catabolic process,biological_process,BP_GO_0009056_4,1,GO:0042167,heme catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0009056
BP,BP_GO_0009056,catabolic process,biological_process,BP_GO_0009056_5,1,GO:0042420,dopamine catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0009056
BP,BP_GO_0009056,catabolic process,biological_process,BP_GO_0009056_6,1,GO:0042744,hydrogen peroxide catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0009056
BP,BP_GO_0009056,catabolic process,biological_process,BP_GO_0009056_7,1,GO:0150094,amyloid-beta clearance by cellular catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0009056
BP,BP_GO_0009057,macromolecule catabolic process,biological_process,BP_GO_0009057_singleton_1,1,GO:0032801,receptor catabolic process,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:0009057
BP,BP_GO_0009058,biosynthetic process,biological_process,BP_GO_0009058_1,2,GO:0006596; GO:0006597,polyamine biosynthetic process; spermine biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:0009058
BP,BP_GO_0009058,biosynthetic process,biological_process,BP_GO_0009058_10,1,GO:0050665,hydrogen peroxide biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:0009058
BP,BP_GO_0009058,biosynthetic process,biological_process,BP_GO_0009058_11,1,GO:1901687,glutathione derivative biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:0009058
BP,BP_GO_0009058,biosynthetic process,biological_process,BP_GO_0009058_2,2,GO:0006750; GO:0043043,glutathione biosynthetic process; peptide biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:0009058
BP,BP_GO_0009058,biosynthetic process,biological_process,BP_GO_0009058_3,6,GO:0006779; GO:0006782; GO:0006783; GO:0006784; GO:0006785; GO:0033014,porphyrin-containing compound biosynthetic process; protoporphyrinogen IX biosynthetic process; heme biosynthetic process; heme A biosynthetic process; heme B biosynthetic process; tetrapyrrole biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:0009058
BP,BP_GO_0009058,biosynthetic process,biological_process,BP_GO_0009058_4,1,GO:0006809,nitric oxide biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:0009058
BP,BP_GO_0009058,biosynthetic process,biological_process,BP_GO_0009058_5,1,GO:0008652,cellular amino acid biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:0009058
BP,BP_GO_0009058,biosynthetic process,biological_process,BP_GO_0009058_6,1,GO:0032964,collagen biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:0009058
BP,BP_GO_0009058,biosynthetic process,biological_process,BP_GO_0009058_7,3,GO:0042416; GO:0042421; GO:0042423,dopamine biosynthetic process; norepinephrine biosynthetic process; catecholamine biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:0009058
BP,BP_GO_0009058,biosynthetic process,biological_process,BP_GO_0009058_8,1,GO:0042438,melanin biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:0009058
BP,BP_GO_0009058,biosynthetic process,biological_process,BP_GO_0009058_9,1,GO:0046654,tetrahydrofolate biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,20,go_ancestor_prepartition,GO:0009058
BP,BP_GO_0009117,nucleotide metabolic process,biological_process,BP_GO_0009117_1,1,GO:0006249,dCMP catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0009117
BP,BP_GO_0009117,nucleotide metabolic process,biological_process,BP_GO_0009117_2,1,GO:0009117,nucleotide metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0009117
BP,BP_GO_0009117,nucleotide metabolic process,biological_process,BP_GO_0009117_3,3,GO:0015961; GO:1901907; GO:1901909,diadenosine polyphosphate catabolic process; diadenosine pentaphosphate catabolic process; diadenosine hexaphosphate catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0009117
BP,BP_GO_0009150,purine ribonucleotide metabolic process,biological_process,BP_GO_0009150_1,2,GO:0006096; GO:0061621,glycolytic process; canonical glycolysis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0009150
BP,BP_GO_0009150,purine ribonucleotide metabolic process,biological_process,BP_GO_0009150_10,1,GO:0046039,GTP metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0009150
BP,BP_GO_0009150,purine ribonucleotide metabolic process,biological_process,BP_GO_0009150_11,2,GO:0046058; GO:0046068,cAMP metabolic process; cGMP metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0009150
BP,BP_GO_0009150,purine ribonucleotide metabolic process,biological_process,BP_GO_0009150_12,1,GO:0050427,3'-phosphoadenosine 5'-phosphosulfate metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0009150
BP,BP_GO_0009150,purine ribonucleotide metabolic process,biological_process,BP_GO_0009150_2,2,GO:0006171; GO:0006182,cAMP biosynthetic process; cGMP biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0009150
BP,BP_GO_0009150,purine ribonucleotide metabolic process,biological_process,BP_GO_0009150_3,1,GO:0006172,ADP biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0009150
BP,BP_GO_0009150,purine ribonucleotide metabolic process,biological_process,BP_GO_0009150_4,2,GO:0006177; GO:0006183,GMP biosynthetic process; GTP biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0009150
BP,BP_GO_0009150,purine ribonucleotide metabolic process,biological_process,BP_GO_0009150_5,4,GO:0006189; GO:0032264; GO:0044208; GO:0097294,'de novo' IMP biosynthetic process; IMP salvage; 'de novo' AMP biosynthetic process; 'de novo' XMP biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0009150
BP,BP_GO_0009150,purine ribonucleotide metabolic process,biological_process,BP_GO_0009150_6,2,GO:0006198; GO:1901911,cAMP catabolic process; adenosine 5'-(hexahydrogen pentaphosphate) catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0009150
BP,BP_GO_0009150,purine ribonucleotide metabolic process,biological_process,BP_GO_0009150_7,3,GO:0006754; GO:0015986; GO:0042776,ATP biosynthetic process; ATP synthesis coupled proton transport; mitochondrial ATP synthesis coupled proton transport,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0009150
BP,BP_GO_0009150,purine ribonucleotide metabolic process,biological_process,BP_GO_0009150_8,2,GO:0046033; GO:0046037,AMP metabolic process; GMP metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0009150
BP,BP_GO_0009150,purine ribonucleotide metabolic process,biological_process,BP_GO_0009150_9,1,GO:0046034,ATP metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0009150
BP,BP_GO_0009259,ribonucleotide metabolic process,biological_process,BP_GO_0009259_1,1,GO:0006248,CMP catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2,go_ancestor_prepartition,GO:0009259
BP,BP_GO_0009259,ribonucleotide metabolic process,biological_process,BP_GO_0009259_2,1,GO:0009220,pyrimidine ribonucleotide biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2,go_ancestor_prepartition,GO:0009259
BP,BP_GO_0009314,response to radiation,biological_process,BP_GO_0009314_1,2,GO:0007602; GO:0007603,"phototransduction; phototransduction, visible light",GOSemSim_Wang_average_within_GO_ancestor_block,0.7,25,go_ancestor_prepartition,GO:0009314
BP,BP_GO_0009314,response to radiation,biological_process,BP_GO_0009314_10,1,GO:0050908,detection of light stimulus involved in visual perception,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,25,go_ancestor_prepartition,GO:0009314
BP,BP_GO_0009314,response to radiation,biological_process,BP_GO_0009314_11,1,GO:0070914,UV-damage excision repair,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,25,go_ancestor_prepartition,GO:0009314
BP,BP_GO_0009314,response to radiation,biological_process,BP_GO_0009314_12,3,GO:0071479; GO:0071480; GO:0071481,cellular response to ionizing radiation; cellular response to gamma radiation; cellular response to X-ray,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,25,go_ancestor_prepartition,GO:0009314
BP,BP_GO_0009314,response to radiation,biological_process,BP_GO_0009314_2,1,GO:0008542,visual learning,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,25,go_ancestor_prepartition,GO:0009314
BP,BP_GO_0009314,response to radiation,biological_process,BP_GO_0009314_3,3,GO:0009314; GO:0009416; GO:0009637,response to radiation; response to light stimulus; response to blue light,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,25,go_ancestor_prepartition,GO:0009314
BP,BP_GO_0009314,response to radiation,biological_process,BP_GO_0009314_4,4,GO:0009411; GO:0009650; GO:0010224; GO:0010225,response to UV; UV protection; response to UV-B; response to UV-C,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,25,go_ancestor_prepartition,GO:0009314
BP,BP_GO_0009314,response to radiation,biological_process,BP_GO_0009314_5,1,GO:0009584,detection of visible light,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,25,go_ancestor_prepartition,GO:0009314
BP,BP_GO_0009314,response to radiation,biological_process,BP_GO_0009314_6,3,GO:0010165; GO:0010212; GO:0010332,response to X-ray; response to ionizing radiation; response to gamma radiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,25,go_ancestor_prepartition,GO:0009314
BP,BP_GO_0009314,response to radiation,biological_process,BP_GO_0009314_7,1,GO:0022400,regulation of rhodopsin mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,25,go_ancestor_prepartition,GO:0009314
BP,BP_GO_0009314,response to radiation,biological_process,BP_GO_0009314_8,4,GO:0034644; GO:0071482; GO:0071492; GO:0071493,cellular response to UV; cellular response to light stimulus; cellular response to UV-A; cellular response to UV-B,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,25,go_ancestor_prepartition,GO:0009314
BP,BP_GO_0009314,response to radiation,biological_process,BP_GO_0009314_9,1,GO:0043153,entrainment of circadian clock by photoperiod,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,25,go_ancestor_prepartition,GO:0009314
BP,BP_GO_0009605,response to external stimulus,biological_process,BP_GO_0009605_singleton_1,1,GO:0009649,entrainment of circadian clock,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:0009605
BP,BP_GO_0009607,response to biotic stimulus,biological_process,BP_GO_0009607_singleton_1,1,GO:0002357,defense response to tumor cell,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:0009607
BP,BP_GO_0009611,response to wounding,biological_process,BP_GO_0009611_1,2,GO:0009611; GO:0048678,response to wounding; response to axon injury,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0009611
